Requisition Number,Recorded by,Received Date,Received Time,Status,Status Text,Status Date,Status Time,Priority,Priority Text,Category,Category Text,Problem,Problem Text,Department,Department Text,Division,Division Text,Related Asset Type,After Hours,Call Back Requested,Billing Flag,Projected Start Date,Facility Building,Facility Building Text,Location,Location Text,Primary Residence,Street Number,Street Direction,Street Name,Street Type,Street Suffix,Street 2 Direction,Street 2 Name,Street 2 Type,Other Location Information
19-000110,PublicWebUser,2/18/2019 0:00,1/1/1900 16:06,998,WO Completed,2/19/2019 0:00,1/1/1900 15:01,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/19/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000109,PublicWebUser,2/18/2019 0:00,1/1/1900 14:41,998,WO Completed,2/19/2019 0:00,1/1/1900 11:28,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/19/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000108,PublicWebUser,2/18/2019 0:00,1/1/1900 14:27,998,WO Completed,4/10/2019 0:00,1/1/1900 10:59,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/20/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000107,PublicWebUser,2/18/2019 0:00,1/1/1900 14:24,998,WO Completed,2/28/2019 0:00,1/1/1900 8:50,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/20/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000100,PublicWebUser,2/18/2019 0:00,1/1/1900 7:44,998,WO Completed,2/20/2019 0:00,1/1/1900 8:30,2,Medium,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/20/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000099,PublicWebUser,2/18/2019 0:00,1/1/1900 7:09,998,WO Completed,2/18/2019 0:00,1/1/1900 14:38,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/18/2019 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000098,PublicWebUser,2/16/2019 0:00,1/1/1900 19:49,998,WO Completed,3/5/2019 0:00,1/1/1900 9:25,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/18/2019 0:00,,,8,Fire Station #3,FALSE,,,,,,,,,
19-000091,PublicWebUser,2/13/2019 0:00,1/1/1900 12:36,998,WO Completed,2/14/2019 0:00,1/1/1900 14:45,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/14/2019 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000084,Person 14,2/12/2019 0:00,1/1/1900 15:18,998,WO Completed,2/12/2019 0:00,1/1/1900 15:25,0,Immediate,FMEQP,Facilities Equipment,,,,,FAC,Facilities,Equipment,FALSE,,FALSE,1/25/2019 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000083,Person 3,2/12/2019 0:00,1/1/1900 14:23,1,New Request,2/12/2019 0:00,1/1/1900 14:23,,,STM,Street  Maintenance,STP16,Rough Pavement,,,OPST,Streets,No Inventory Item,FALSE,,FALSE,,,,,,FALSE,400,N,Mathews,Ave,,,,,Near Beckman Institute and Parking Structure
19-000082,PublicWebUser,2/12/2019 0:00,1/1/1900 14:05,998,WO Completed,2/14/2019 0:00,1/1/1900 14:44,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/14/2019 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000080,Person 17,2/12/2019 0:00,1/1/1900 7:44,998,WO Completed,2/12/2019 0:00,1/1/1900 8:19,2,Medium,FMEQP,Facilities Equipment,,,,,FAC,Facilities,Equipment,FALSE,,FALSE,2/7/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000075,PublicWebUser,2/11/2019 0:00,1/1/1900 8:41,998,WO Completed,2/12/2019 0:00,1/1/1900 14:19,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/4/2019 0:00,,,10,LRC Shop,FALSE,,,,,,,,,
19-000074,PublicWebUser,2/9/2019 0:00,1/1/1900 11:05,998,WO Completed,2/12/2019 0:00,1/1/1900 14:29,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/8/2019 0:00,,,8,Fire Station #3,FALSE,,,,,,,,,
19-000072,PublicWebUser,2/8/2019 0:00,1/1/1900 9:35,2,Assigned to WO,2/14/2019 0:00,1/1/1900 8:58,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/14/2019 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000069,PublicWebUser,2/7/2019 0:00,1/1/1900 9:37,999,Completed,2/13/2019 0:00,1/1/1900 11:05,,,,,EX05,Other Traffic Signals / Street Lights,,,OPSTT,Traffic,,FALSE,,FALSE,,,,,,FALSE,,,,,,,,,Intersection of Race Street & Windsor
19-000068,PublicWebUser,2/6/2019 0:00,1/1/1900 10:14,998,WO Completed,2/13/2019 0:00,1/1/1900 11:16,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/13/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000067,PublicWebUser,2/5/2019 0:00,1/1/1900 19:44,998,WO Completed,2/6/2019 0:00,1/1/1900 15:48,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/6/2019 0:00,,,8,Fire Station #3,FALSE,,,,,,,,,
19-000066,PublicWebUser,2/5/2019 0:00,1/1/1900 17:13,998,WO Completed,2/7/2019 0:00,1/1/1900 7:47,2,Medium,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/6/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000065,PublicWebUser,2/5/2019 0:00,1/1/1900 14:45,998,WO Completed,2/7/2019 0:00,1/1/1900 7:38,2,Medium,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/6/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000063,PublicWebUser,2/5/2019 0:00,1/1/1900 13:42,998,WO Completed,3/14/2019 0:00,1/1/1900 14:52,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/15/2019 0:00,,,8,Fire Station #3,FALSE,,,,,,,,,
19-000062,PublicWebUser,2/5/2019 0:00,1/1/1900 9:59,998,WO Completed,2/7/2019 0:00,1/1/1900 7:56,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/6/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000061,PublicWebUser,2/4/2019 0:00,1/1/1900 11:13,998,WO Completed,2/7/2019 0:00,1/1/1900 10:50,3,Low,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/30/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000058,PublicWebUser,2/1/2019 0:00,1/1/1900 7:40,998,WO Completed,2/4/2019 0:00,1/1/1900 14:18,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/1/2019 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000057,PublicWebUser,1/31/2019 0:00,1/1/1900 10:04,998,WO Completed,2/4/2019 0:00,1/1/1900 14:18,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/1/2019 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000056,PublicWebUser,1/31/2019 0:00,1/1/1900 9:43,998,WO Completed,2/12/2019 0:00,1/1/1900 15:08,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/4/2019 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000055,PublicWebUser,1/31/2019 0:00,1/1/1900 8:27,998,WO Completed,2/4/2019 0:00,1/1/1900 14:12,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/31/2019 0:00,,,6,Parking Deck,FALSE,,,,,,,,,
19-000053,PublicWebUser,1/29/2019 0:00,1/1/1900 8:32,998,WO Completed,1/31/2019 0:00,1/1/1900 13:51,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/28/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000052,PublicWebUser,1/29/2019 0:00,1/1/1900 8:16,998,WO Completed,2/12/2019 0:00,1/1/1900 14:40,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/5/2019 0:00,,,8,Fire Station #3,FALSE,,,,,,,,,
19-000044,PublicWebUser,1/28/2019 0:00,1/1/1900 8:57,998,WO Completed,3/26/2019 0:00,1/1/1900 7:59,3,Low,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,3/14/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000042,PublicWebUser,1/28/2019 0:00,1/1/1900 7:45,998,WO Completed,1/31/2019 0:00,1/1/1900 13:50,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/31/2019 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000041,PublicWebUser,1/24/2019 0:00,1/1/1900 13:48,998,WO Completed,1/29/2019 0:00,1/1/1900 7:37,2,Medium,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/28/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000040,PublicWebUser,1/24/2019 0:00,1/1/1900 8:31,998,WO Completed,2/4/2019 0:00,1/1/1900 14:19,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/21/2019 0:00,,,7,Fire Station #2,FALSE,,,,,,,,,
19-000036,PublicWebUser,1/22/2019 0:00,1/1/1900 10:13,951,WO Cancelled,2/4/2019 0:00,1/1/1900 14:24,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000035,PublicWebUser,1/19/2019 0:00,1/1/1900 16:56,1,New Request,1/19/2019 0:00,1/1/1900 16:56,,,FM6000,Building,FACP999,New Internal Facilities Request,,,FAC,Facilities,Facility Building,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000034,PublicWebUser,1/17/2019 0:00,1/1/1900 12:41,951,WO Cancelled,6/28/2019 0:00,1/1/1900 11:08,,,FM6000,Building,FACP999,New Internal Facilities Request,,,FAC,Facilities,Facility Building,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000033,PublicWebUser,1/17/2019 0:00,1/1/1900 12:23,2,Assigned to WO,3/20/2019 0:00,1/1/1900 14:49,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,3/20/2019 0:00,,,7,Fire Station #2,FALSE,,,,,,,,,
19-000031,PublicWebUser,1/16/2019 0:00,1/1/1900 14:31,951,WO Cancelled,2/4/2019 0:00,1/1/1900 14:51,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000030,PublicWebUser,1/16/2019 0:00,1/1/1900 11:09,998,WO Completed,1/23/2019 0:00,1/1/1900 9:37,2,Medium,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/17/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000025,PublicWebUser,1/11/2019 0:00,1/1/1900 7:33,998,WO Completed,1/18/2019 0:00,1/1/1900 15:13,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/7/2019 0:00,,,8,Fire Station #3,FALSE,,,,,,,,,
19-000024,PublicWebUser,1/10/2019 0:00,1/1/1900 21:14,998,WO Completed,1/18/2019 0:00,1/1/1900 15:16,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/9/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000022,PublicWebUser,1/10/2019 0:00,1/1/1900 12:57,998,WO Completed,2/5/2019 0:00,1/1/1900 14:11,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/4/2019 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000021,PublicWebUser,1/10/2019 0:00,1/1/1900 7:47,10,On Hold,2/13/2019 0:00,1/1/1900 14:54,,,FM6000,Building,FACP999,New Internal Facilities Request,,,FAC,Facilities,Facility Building,FALSE,,TRUE,,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000020,PublicWebUser,1/9/2019 0:00,1/1/1900 11:09,2,Assigned to WO,2/4/2019 0:00,1/1/1900 14:25,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/11/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000017,PublicWebUser,1/8/2019 0:00,1/1/1900 11:28,2,Assigned to WO,3/20/2019 0:00,1/1/1900 11:24,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,3/20/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000015,PublicWebUser,1/8/2019 0:00,1/1/1900 7:10,998,WO Completed,2/4/2019 0:00,1/1/1900 14:29,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,7,Fire Station #2,FALSE,,,,,,,,,
19-000012,PublicWebUser,1/7/2019 0:00,1/1/1900 9:57,951,WO Cancelled,1/17/2019 0:00,1/1/1900 10:19,2,Medium,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/7/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000011,PublicWebUser,1/7/2019 0:00,1/1/1900 9:27,1,New Request,1/7/2019 0:00,1/1/1900 9:27,,,FM6000,Building,FACP999,New Internal Facilities Request,,,FAC,Facilities,Facility Building,FALSE,,TRUE,,,,6,Parking Deck,FALSE,,,,,,,,,
19-000009,PublicWebUser,1/4/2019 0:00,1/1/1900 13:46,998,WO Completed,3/20/2019 0:00,1/1/1900 11:30,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,3/11/2019 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000007,PublicWebUser,1/3/2019 0:00,1/1/1900 18:39,998,WO Completed,1/18/2019 0:00,1/1/1900 15:09,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/7/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
19-000004,PublicWebUser,1/3/2019 0:00,1/1/1900 8:40,998,WO Completed,1/4/2019 0:00,1/1/1900 13:37,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/3/2019 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
19-000003,PublicWebUser,1/3/2019 0:00,1/1/1900 8:26,998,WO Completed,1/23/2019 0:00,1/1/1900 15:49,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/3/2019 0:00,,,7,Fire Station #2,FALSE,,,,,,,,,
19-000002,PublicWebUser,1/3/2019 0:00,1/1/1900 7:59,998,WO Completed,2/22/2019 0:00,1/1/1900 10:27,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/3/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000730,PublicWebUser,12/30/2018 0:00,1/1/1900 20:46,998,WO Completed,1/3/2019 0:00,1/1/1900 13:29,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/1/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000729,PublicWebUser,12/28/2018 0:00,1/1/1900 14:33,998,WO Completed,1/3/2019 0:00,1/1/1900 13:32,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/28/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000728,PublicWebUser,12/28/2018 0:00,1/1/1900 14:26,998,WO Completed,12/28/2018 0:00,1/1/1900 14:33,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/28/2018 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
18-000727,PublicWebUser,12/27/2018 0:00,1/1/1900 16:11,998,WO Completed,1/7/2019 0:00,1/1/1900 8:25,3,Low,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/28/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000723,PublicWebUser,12/26/2018 0:00,1/1/1900 14:19,998,WO Completed,1/3/2019 0:00,1/1/1900 8:57,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,1/3/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000718,PublicWebUser,12/20/2018 0:00,1/1/1900 8:55,2,Assigned to WO,12/28/2018 0:00,1/1/1900 14:50,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000717,PublicWebUser,12/19/2018 0:00,1/1/1900 16:16,998,WO Completed,12/21/2018 0:00,1/1/1900 14:40,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/20/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000716,PublicWebUser,12/18/2018 0:00,1/1/1900 14:42,998,WO Completed,12/27/2018 0:00,1/1/1900 10:38,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/27/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000715,PublicWebUser,12/18/2018 0:00,1/1/1900 14:38,998,WO Completed,12/18/2018 0:00,1/1/1900 15:09,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/18/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000709,Person 1,12/14/2018 0:00,1/1/1900 11:21,999,Completed,1/11/2019 0:00,1/1/1900 14:49,,,ARBLND,Landscape,FORT210,resident concern,,,LND,Landscape,No Inventory Item,FALSE,,FALSE,,,,,,FALSE,,N,Broadway,Ave,,W,Main,St,
18-000708,PublicWebUser,12/13/2018 0:00,1/1/1900 15:37,2,Assigned to WO,12/21/2018 0:00,1/1/1900 14:43,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/18/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000707,PublicWebUser,12/13/2018 0:00,1/1/1900 15:26,998,WO Completed,12/21/2018 0:00,1/1/1900 14:33,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/17/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000703,PublicWebUser,12/11/2018 0:00,1/1/1900 14:35,2,Assigned to WO,12/11/2018 0:00,1/1/1900 15:01,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,6/25/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000702,PublicWebUser,12/11/2018 0:00,1/1/1900 7:57,951,WO Cancelled,2/13/2019 0:00,1/1/1900 14:54,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,6/25/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000701,PublicWebUser,12/10/2018 0:00,1/1/1900 13:35,998,WO Completed,12/11/2018 0:00,1/1/1900 15:06,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/5/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000699,PublicWebUser,12/7/2018 0:00,1/1/1900 11:51,998,WO Completed,12/13/2018 0:00,1/1/1900 8:10,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/11/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000698,PublicWebUser,12/7/2018 0:00,1/1/1900 9:07,998,WO Completed,12/11/2018 0:00,1/1/1900 15:10,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/5/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000697,PublicWebUser,12/6/2018 0:00,1/1/1900 8:39,998,WO Completed,12/11/2018 0:00,1/1/1900 15:17,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/6/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000696,PublicWebUser,12/6/2018 0:00,1/1/1900 8:25,951,WO Cancelled,12/11/2018 0:00,1/1/1900 15:15,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/5/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000694,Person 3,12/5/2018 0:00,1/1/1900 13:20,1,New Request,12/5/2018 0:00,1/1/1900 13:20,,,STM,Street  Maintenance,STP18,Standing water,,,OPST,Streets,No Inventory Item,FALSE,,FALSE,,,,,,FALSE,,,Rutherford,Dr,,E,Beringer,Cir,N Beringer Cir
18-000693,PublicWebUser,12/5/2018 0:00,1/1/1900 11:28,951,WO Cancelled,2/4/2019 0:00,1/1/1900 14:44,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000692,PublicWebUser,12/4/2018 0:00,1/1/1900 11:28,999,Completed,2/15/2019 0:00,1/1/1900 9:31,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,6/25/2018 0:00,,,2,Urbana Public Works,FALSE,,,,,,,,,
18-000691,PublicWebUser,12/4/2018 0:00,1/1/1900 10:24,2,Assigned to WO,12/11/2018 0:00,1/1/1900 14:53,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,6/25/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000690,PublicWebUser,12/4/2018 0:00,1/1/1900 9:59,998,WO Completed,2/15/2019 0:00,1/1/1900 10:12,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,2/15/2019 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000689,PublicWebUser,12/4/2018 0:00,1/1/1900 9:33,998,WO Completed,12/5/2018 0:00,1/1/1900 14:55,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/4/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000687,PublicWebUser,12/3/2018 0:00,1/1/1900 15:25,2,Assigned to WO,12/10/2018 0:00,1/1/1900 14:10,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,6/25/2018 0:00,,,9,Urbana Storage Facility,FALSE,,,,,,,,,
18-000686,PublicWebUser,12/3/2018 0:00,1/1/1900 13:34,951,WO Cancelled,12/5/2018 0:00,1/1/1900 14:35,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000685,PublicWebUser,12/3/2018 0:00,1/1/1900 8:09,999,Completed,2/13/2019 0:00,1/1/1900 14:55,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,6/25/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000684,PublicWebUser,11/30/2018 0:00,1/1/1900 16:28,998,WO Completed,12/12/2018 0:00,1/1/1900 9:30,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/11/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000683,PublicWebUser,11/30/2018 0:00,1/1/1900 7:34,998,WO Completed,12/12/2018 0:00,1/1/1900 10:32,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,12/11/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000679,PublicWebUser,11/28/2018 0:00,1/1/1900 10:13,998,WO Completed,11/29/2018 0:00,1/1/1900 15:02,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/28/2018 0:00,,,1,Urbana City Building,FALSE,,,,,,,,,
18-000678,PublicWebUser,11/28/2018 0:00,1/1/1900 7:30,998,WO Completed,11/29/2018 0:00,1/1/1900 15:01,,,FMEQP,Facilities Equipment,FACP999,New Internal Facilities Request,,,FAC,Facilities,Equipment,FALSE,,TRUE,11/27/2018 0:00,,,10,LRC Shop,FALSE,,,,,,,,,
