Work Order Number,Creation Date,Start Date,End Date,Duration Actual(Hrs),Status Date,Task Code,Task Text,Resource Type,Resource Type Text,Resource,Resource Text,Unit Cost,Units,Total Cost,Default Unit Cost,Grand Total Units,Unit Cost-Regular Time,Unit Cost-Overtime,Override Unit Cost,Grand Total Cost,Time Cost,Time Cost Text,Unit of Measure,Unit of Measure Text,Additional Description
19-000940,7/1/2019,6/30/2019,6/30/2019,0,7/1/2019,SWCT60,E-Man Callout,2,Equipment,PW29,2009 INTL 4300 CHIPPER TRUCK,32.8,6,196.8,32.8,6,32.8,49.2,,196.8,1,REGULAR TIME,,,
19-000807,6/4/2019,5/26/2019,5/26/2019,8,6/4/2019,SWT34,Debris Removal,2,Equipment,PW29,2009 INTL 4300 CHIPPER TRUCK,32.8,15,492,32.8,15,32.8,49.2,,492,1,REGULAR TIME,,,
19-000807,6/4/2019,5/27/2019,5/27/2019,8,6/4/2019,SWT34,Debris Removal,2,Equipment,PW29,2009 INTL 4300 CHIPPER TRUCK,32.8,9.5,311.6,32.8,9.5,32.8,49.2,,311.6,1,REGULAR TIME,,,
19-000981,7/9/2019,7/8/2019,7/8/2019,16,7/10/2019,SWT29,Mowing,2,Equipment,PW30,2008 JD TRACTOR MOWER,21.8,8,174.4,21.8,8,21.8,32.7,,174.4,1,REGULAR TIME,,,
19-000981,7/9/2019,7/9/2019,7/9/2019,16,7/10/2019,SWT29,Mowing,2,Equipment,PW30,2008 JD TRACTOR MOWER,21.8,8,174.4,21.8,8,21.8,32.7,,174.4,1,REGULAR TIME,,,
19-000981,7/9/2019,7/10/2019,7/10/2019,16,7/10/2019,SWT29,Mowing,2,Equipment,PW30,2008 JD TRACTOR MOWER,21.8,4,87.2,21.8,4,21.8,32.7,,87.2,1,REGULAR TIME,,,
18-001723,10/29/2018,9/18/2018,9/19/2018,8,10/29/2018,SWT29,Mowing,2,Equipment,PW30,2008 JD TRACTOR MOWER,21.8,16,348.8,21.8,16,21.8,32.7,,348.8,1,REGULAR TIME,,,
18-001471,10/16/2018,10/16/2018,10/16/2018,0,10/16/2018,SWT29,Mowing,2,Equipment,PW30,2008 JD TRACTOR MOWER,21.8,5,109,21.8,5,21.8,32.7,,109,1,REGULAR TIME,,,
18-001231,9/24/2018,9/17/2018,,0,10/23/2018,SWT29,Mowing,2,Equipment,PW30,2008 JD TRACTOR MOWER,21.8,4,87.2,21.8,4,21.8,32.7,,87.2,1,REGULAR TIME,,,
18-001014,9/6/2018,,,0,10/17/2018,FORT18,Stump Removal,2,Equipment,PW31,2011 INTRNTL DURASTAR,31.49,2,62.98,31.49,2,31.49,47.235,,62.98,1,REGULAR TIME,,,
19-001187,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW31,2011 INTRNTL DURASTAR,31.49,1.5,47.24,31.49,1.5,31.49,47.235,,47.24,1,REGULAR TIME,,,
19-000059,1/10/2019,,,0,5/22/2019,LNDT17,Landscape Construction,2,Equipment,PW31,2011 INTRNTL DURASTAR,31.49,6.5,204.69,31.49,6.5,31.49,47.235,,204.69,1,REGULAR TIME,,,
19-000706,5/3/2019,,,0,5/22/2019,LNDT23,Pavement or Surface Maintenance,2,Equipment,PW31,2011 INTRNTL DURASTAR,31.49,1,31.49,31.49,1,31.49,47.235,,31.49,1,REGULAR TIME,,,
18-001911,11/21/2018,,,0,5/22/2019,LNDT27,Prune Trees,2,Equipment,PW31,2011 INTRNTL DURASTAR,31.49,5.5,173.2,31.49,5.5,31.49,47.235,,173.2,1,REGULAR TIME,,,
19-000207,2/6/2019,2/1/2019,2/1/2019,0,2/6/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW32,2016 TORO KUBOTA FRONT MOWER,8.73,4,34.92,8.73,4,8.73,13.095,,34.92,1,REGULAR TIME,,,
19-000206,2/6/2019,1/28/2019,1/28/2019,0,2/6/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW32,2016 TORO KUBOTA FRONT MOWER,8.73,4,34.92,8.73,4,8.73,13.095,,34.92,1,REGULAR TIME,,,
19-000192,2/6/2019,1/26/2019,1/26/2019,0,2/7/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW32,2016 TORO KUBOTA FRONT MOWER,8.73,3.5,30.56,8.73,3.5,8.73,13.095,,30.56,1,REGULAR TIME,,,
19-000190,2/6/2019,1/19/2019,1/22/2019,24,2/6/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW32,2016 TORO KUBOTA FRONT MOWER,8.73,13,113.49,8.73,13,8.73,13.095,,113.49,1,REGULAR TIME,,,
19-000189,2/6/2019,1/17/2019,1/17/2019,0,2/6/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW32,2016 TORO KUBOTA FRONT MOWER,8.73,4,34.92,8.73,4,8.73,13.095,,34.92,1,REGULAR TIME,,,
19-000187,2/6/2019,1/12/2019,1/16/2019,32,2/6/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW32,2016 TORO KUBOTA FRONT MOWER,8.73,23,200.79,8.73,23,8.73,13.095,,200.79,1,REGULAR TIME,,,
18-002182,12/27/2018,11/15/2018,11/15/2018,0,12/27/2018,ST38,Sidewalk Snow Removal,2,Equipment,PW32,2016 TORO KUBOTA FRONT MOWER,8.73,6,52.38,8.73,6,8.73,13.095,,52.38,1,REGULAR TIME,,,
18-002183,12/27/2018,12/11/2018,12/11/2018,0,12/27/2018,ST13,Pothole Patching,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
18-002193,12/27/2018,12/14/2018,,0,12/27/2018,ST2,Concrete Street Removal Replacement,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,34,439.62,12.93,34,12.93,19.395,,439.62,1,REGULAR TIME,,,
18-002187,12/27/2018,12/11/2018,12/17/2018,48,12/27/2018,ST2,Concrete Street Removal Replacement,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
18-001280,9/27/2018,6/21/2018,7/20/2018,232,9/27/2018,ST2,Concrete Street Removal Replacement,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,80,1034.4,12.93,80,12.93,19.395,,1034.4,1,REGULAR TIME,,,
18-001162,9/21/2018,9/18/2018,9/19/2018,8,9/21/2018,ST3,Concrete Curb Removal and Replacement,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-000148,1/29/2019,1/16/2019,1/16/2019,0,1/29/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,1,12.93,12.93,1,12.93,19.395,,12.93,1,REGULAR TIME,,,
19-000146,1/29/2019,1/19/2019,1/19/2019,0,1/29/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,1,12.93,12.93,1,12.93,19.395,,12.93,1,REGULAR TIME,,,
19-000145,1/29/2019,1/16/2019,1/16/2019,0,1/29/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,1,12.93,12.93,1,12.93,19.395,,12.93,1,REGULAR TIME,,,
19-000144,1/29/2019,1/16/2019,1/16/2019,0,1/29/2019,ST38,Sidewalk Snow Removal,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,1,12.93,12.93,1,12.93,19.395,,12.93,1,REGULAR TIME,,,
18-001398,10/8/2018,,,0,10/8/2018,ST45,Meetings,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,5,64.65,12.93,5,12.93,19.395,,64.65,1,REGULAR TIME,,,
18-001346,10/5/2018,10/5/2018,10/5/2018,0,10/8/2018,ST46,Lawn Repair,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,2,25.86,12.93,2,12.93,19.395,,25.86,1,REGULAR TIME,,,
19-000649,4/23/2019,4/27/2019,4/27/2019,224,5/8/2019,STT35,Special Event Run_Walk_Bike,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,6,77.58,12.93,6,12.93,19.395,,77.58,1,REGULAR TIME,,,
19-001289,8/21/2019,8/23/2019,8/23/2019,56,8/21/2019,STT36,Special Event Festival_Fair,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,12,155.16,12.93,12,12.93,19.395,,155.16,1,REGULAR TIME,,,
19-001289,8/21/2019,8/25/2019,8/25/2019,56,8/21/2019,STT36,Special Event Festival_Fair,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,7,90.51,12.93,7,12.93,19.395,,90.51,1,REGULAR TIME,,,
18-000816,8/20/2018,8/24/2018,8/24/2018,56,8/31/2018,STT36,Special Event Festival_Fair,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,12,155.16,12.93,12,12.93,19.395,,155.16,1,REGULAR TIME,,,
18-000816,8/20/2018,8/26/2018,8/26/2018,56,8/31/2018,STT36,Special Event Festival_Fair,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,5,64.65,12.93,5,12.93,19.395,,64.65,1,REGULAR TIME,,,
18-000816,8/20/2018,8/27/2018,8/27/2018,56,8/31/2018,STT36,Special Event Festival_Fair,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000961,7/2/2019,7/5/2019,7/5/2019,32,7/5/2019,STT37,Special Event Parade,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,6,77.58,12.93,6,12.93,19.395,,77.58,1,REGULAR TIME,,,
18-000182,6/29/2018,6/29/2018,,0,7/5/2018,STT37,Special Event Parade,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-000741,5/13/2019,5/10/2019,5/10/2019,0,5/13/2019,STT38,Special Event Commercial Property,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,1,12.93,12.93,1,12.93,19.395,,12.93,1,REGULAR TIME,,,
18-001390,10/8/2018,10/8/2018,10/8/2018,0,11/7/2018,SWT11,Sewer Cleaning,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,1,12.93,12.93,1,12.93,19.395,,12.93,1,REGULAR TIME,,,
18-002174,12/27/2018,12/27/2018,12/27/2018,0,1/2/2019,SWT6,Manhole/Inlet Cleaning,2,Equipment,PW34,2014 FORD F250 SERVICE BODY,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-000818,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,8,426.96,53.37,8,53.37,80.055,,426.96,1,REGULAR TIME,,,
19-000817,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,8,426.96,53.37,8,53.37,80.055,,426.96,1,REGULAR TIME,,,
19-000816,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,8,426.96,53.37,8,53.37,80.055,,426.96,1,REGULAR TIME,,,
19-000815,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,8,426.96,53.37,8,53.37,80.055,,426.96,1,REGULAR TIME,,,
19-000813,6/6/2019,,,488,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,10,533.7,53.37,10,53.37,80.055,,533.7,1,REGULAR TIME,,,
19-000812,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,9,480.33,53.37,9,53.37,80.055,,480.33,1,REGULAR TIME,,,
19-001201,8/7/2019,,,0,8/7/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,6.5,346.91,53.37,6.5,53.37,80.055,,346.91,1,REGULAR TIME,,,
19-001200,8/7/2019,,,0,8/7/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,7,373.59,53.37,7,53.37,80.055,,373.59,1,REGULAR TIME,,,
19-001198,8/7/2019,,,0,8/7/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,6.5,346.91,53.37,6.5,53.37,80.055,,346.91,1,REGULAR TIME,,,
19-001192,8/6/2019,,,8,8/6/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,12,640.44,53.37,12,53.37,80.055,,640.44,1,REGULAR TIME,,,
19-001191,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,7,373.59,53.37,7,53.37,80.055,,373.59,1,REGULAR TIME,,,
19-001190,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,7,373.59,53.37,7,53.37,80.055,,373.59,1,REGULAR TIME,,,
19-001189,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,5,266.85,53.37,5,53.37,80.055,,266.85,1,REGULAR TIME,,,
19-001188,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,4,213.48,53.37,4,53.37,80.055,,213.48,1,REGULAR TIME,,,
19-001187,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,5,266.85,53.37,5,53.37,80.055,,266.85,1,REGULAR TIME,,,
19-001186,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,1.5,80.05,53.37,1.5,53.37,80.055,,80.05,1,REGULAR TIME,,,
19-001184,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,1.25,66.71,53.37,1.25,53.37,80.055,,66.71,1,REGULAR TIME,,,
19-001183,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,7,373.59,53.37,7,53.37,80.055,,373.59,1,REGULAR TIME,,,
19-001182,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,7,373.59,53.37,7,53.37,80.055,,373.59,1,REGULAR TIME,,,
19-001177,8/5/2019,,,0,8/16/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,4,213.48,53.37,4,53.37,80.055,,213.48,1,REGULAR TIME,,,
19-000084,1/11/2019,,,0,1/31/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,2,106.74,53.37,2,53.37,80.055,,106.74,1,REGULAR TIME,,,
19-000056,1/9/2019,,,0,1/14/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,4.5,240.17,53.37,4.5,53.37,80.055,,240.17,1,REGULAR TIME,,,
19-000055,1/9/2019,,,8,1/14/2019,FORT20,Tree Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,3,160.11,53.37,3,53.37,80.055,,160.11,1,REGULAR TIME,,,
19-001176,8/5/2019,,,0,8/19/2019,FORT9,Priority Hazard Tree Abatement,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,3.5,186.8,53.37,3.5,53.37,80.055,,186.8,1,REGULAR TIME,,,
19-000940,7/1/2019,6/30/2019,6/30/2019,0,7/1/2019,SWCT60,E-Man Callout,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,6,320.22,53.37,6,53.37,80.055,,320.22,1,REGULAR TIME,,,
19-000807,6/4/2019,5/26/2019,5/26/2019,8,6/4/2019,SWT34,Debris Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,53.37,15,800.55,53.37,15,53.37,80.055,,800.55,1,REGULAR TIME,,,
19-000807,6/4/2019,5/27/2019,5/27/2019,8,6/4/2019,SWT34,Debris Removal,2,Equipment,PW35,2004 INTL 7400 45' BUCKET,80.055,9.5,760.52,53.37,9.5,53.37,80.055,,760.52,2,OVERTIME,,,
19-000816,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW36,2009 VERMEER BRUSH CHIPPER,24.8,8,198.4,24.8,8,24.8,37.2,,198.4,1,REGULAR TIME,,,
19-000815,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW36,2009 VERMEER BRUSH CHIPPER,24.8,8,198.4,24.8,8,24.8,37.2,,198.4,1,REGULAR TIME,,,
19-000813,6/6/2019,,,488,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW36,2009 VERMEER BRUSH CHIPPER,24.8,10,248,24.8,10,24.8,37.2,,248,1,REGULAR TIME,,,
19-000812,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW36,2009 VERMEER BRUSH CHIPPER,24.8,9,223.2,24.8,9,24.8,37.2,,223.2,1,REGULAR TIME,,,
19-001186,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW36,2009 VERMEER BRUSH CHIPPER,24.8,1.5,37.2,24.8,1.5,24.8,37.2,,37.2,1,REGULAR TIME,,,
19-001183,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW36,2009 VERMEER BRUSH CHIPPER,24.8,7,173.6,24.8,7,24.8,37.2,,173.6,1,REGULAR TIME,,,
19-001182,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW36,2009 VERMEER BRUSH CHIPPER,24.8,7,173.6,24.8,7,24.8,37.2,,173.6,1,REGULAR TIME,,,
19-000084,1/11/2019,,,0,1/31/2019,FORT20,Tree Removal,2,Equipment,PW36,2009 VERMEER BRUSH CHIPPER,24.8,2,49.6,24.8,2,24.8,37.2,,49.6,1,REGULAR TIME,,,
19-000056,1/9/2019,,,0,1/14/2019,FORT20,Tree Removal,2,Equipment,PW36,2009 VERMEER BRUSH CHIPPER,24.8,4.5,111.6,24.8,4.5,24.8,37.2,,111.6,1,REGULAR TIME,,,
19-000055,1/9/2019,,,8,1/14/2019,FORT20,Tree Removal,2,Equipment,PW36,2009 VERMEER BRUSH CHIPPER,24.8,3,74.4,24.8,3,24.8,37.2,,74.4,1,REGULAR TIME,,,
18-001014,9/6/2018,,,0,10/17/2018,FORT20,Tree Removal,2,Equipment,PW36,2009 VERMEER BRUSH CHIPPER,24.8,1,24.8,24.8,1,24.8,37.2,,24.8,1,REGULAR TIME,,,
19-000818,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,8,198.4,24.8,8,24.8,37.2,,198.4,1,REGULAR TIME,,,
19-000817,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,8,198.4,24.8,8,24.8,37.2,,198.4,1,REGULAR TIME,,,
19-001201,8/7/2019,,,0,8/7/2019,FORT20,Tree Removal,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,6.5,161.2,24.8,6.5,24.8,37.2,,161.2,1,REGULAR TIME,,,
19-001200,8/7/2019,,,0,8/7/2019,FORT20,Tree Removal,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,7,173.6,24.8,7,24.8,37.2,,173.6,1,REGULAR TIME,,,
19-001198,8/7/2019,,,0,8/7/2019,FORT20,Tree Removal,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,6.5,161.2,24.8,6.5,24.8,37.2,,161.2,1,REGULAR TIME,,,
19-001192,8/6/2019,,,8,8/6/2019,FORT20,Tree Removal,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,12,297.6,24.8,12,24.8,37.2,,297.6,1,REGULAR TIME,,,
19-001191,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,7,173.6,24.8,7,24.8,37.2,,173.6,1,REGULAR TIME,,,
19-001190,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,7,173.6,24.8,7,24.8,37.2,,173.6,1,REGULAR TIME,,,
19-001189,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,5,124,24.8,5,24.8,37.2,,124,1,REGULAR TIME,,,
19-001188,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,4,99.2,24.8,4,24.8,37.2,,99.2,1,REGULAR TIME,,,
19-001187,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,5,124,24.8,5,24.8,37.2,,124,1,REGULAR TIME,,,
19-001184,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,1.25,31,24.8,1.25,24.8,37.2,,31,1,REGULAR TIME,,,
19-001177,8/5/2019,,,0,8/16/2019,FORT20,Tree Removal,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,4,99.2,24.8,4,24.8,37.2,,99.2,1,REGULAR TIME,,,
19-001176,8/5/2019,,,0,8/19/2019,FORT9,Priority Hazard Tree Abatement,2,Equipment,PW38,2009 VERMEER BRUSH CHIPPER,24.8,3.5,86.8,24.8,3.5,24.8,37.2,,86.8,1,REGULAR TIME,,,
18-001345,10/5/2018,9/25/2018,9/25/2018,0,10/5/2018,ST1,Inspection,2,Equipment,PW41,2011 FORD F250,12.93,0.5,6.47,12.93,0.5,12.93,19.395,,6.47,1,REGULAR TIME,,,
18-001336,10/4/2018,,,0,10/4/2018,ST1,Inspection,2,Equipment,PW41,2011 FORD F250,12.93,0.5,6.47,12.93,0.5,12.93,19.395,,6.47,1,REGULAR TIME,,,
18-001095,9/19/2018,8/8/2018,8/8/2018,0,9/21/2018,ST1,Inspection,2,Equipment,PW41,2011 FORD F250,12.93,1,12.93,12.93,1,12.93,19.395,,12.93,1,REGULAR TIME,,,
18-000738,8/15/2018,8/15/2018,8/15/2018,0,9/25/2018,ST32,Street Sweeping,2,Equipment,PW41,2011 FORD F250,12.93,2,25.86,12.93,2,12.93,19.395,,25.86,1,REGULAR TIME,,,
19-001362,9/5/2019,9/5/2019,9/5/2019,56,9/5/2019,STT30,Pavement Markings,2,Equipment,PW41,2011 FORD F250,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-001174,8/5/2019,8/5/2019,8/5/2019,80,8/20/2019,STT30,Pavement Markings,2,Equipment,PW41,2011 FORD F250,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-001174,8/5/2019,8/8/2019,8/8/2019,80,8/20/2019,STT30,Pavement Markings,2,Equipment,PW41,2011 FORD F250,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-001174,8/5/2019,8/6/2019,8/6/2019,80,8/20/2019,STT30,Pavement Markings,2,Equipment,PW41,2011 FORD F250,12.93,0,0,12.93,0,12.93,19.395,,0,1,REGULAR TIME,,,
19-001076,7/30/2019,7/30/2019,7/30/2019,24,8/2/2019,STT30,Pavement Markings,2,Equipment,PW41,2011 FORD F250,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-001076,7/30/2019,8/1/2019,8/1/2019,24,8/2/2019,STT30,Pavement Markings,2,Equipment,PW41,2011 FORD F250,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-001076,7/30/2019,8/2/2019,8/2/2019,24,8/2/2019,STT30,Pavement Markings,2,Equipment,PW41,2011 FORD F250,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-001032,7/23/2019,7/22/2019,7/22/2019,32,7/26/2019,STT30,Pavement Markings,2,Equipment,PW41,2011 FORD F250,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-001032,7/23/2019,7/23/2019,7/23/2019,32,7/26/2019,STT30,Pavement Markings,2,Equipment,PW41,2011 FORD F250,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-001032,7/23/2019,7/24/2019,7/24/2019,32,7/26/2019,STT30,Pavement Markings,2,Equipment,PW41,2011 FORD F250,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-001032,7/23/2019,7/25/2019,7/25/2019,32,7/26/2019,STT30,Pavement Markings,2,Equipment,PW41,2011 FORD F250,12.93,7.5,96.98,12.93,7.5,12.93,19.395,,96.98,1,REGULAR TIME,,,
19-000997,7/15/2019,7/14/2019,7/14/2019,24,7/15/2019,STT35,Special Event Run_Walk_Bike,2,Equipment,PW41,2011 FORD F250,12.93,2,25.86,12.93,2,12.93,19.395,,25.86,1,REGULAR TIME,,,
19-000997,7/15/2019,7/15/2019,7/15/2019,24,7/15/2019,STT35,Special Event Run_Walk_Bike,2,Equipment,PW41,2011 FORD F250,12.93,3,38.79,12.93,3,12.93,19.395,,38.79,1,REGULAR TIME,,,
19-000649,4/23/2019,4/27/2019,4/27/2019,224,5/8/2019,STT35,Special Event Run_Walk_Bike,2,Equipment,PW41,2011 FORD F250,12.93,6,77.58,12.93,6,12.93,19.395,,77.58,1,REGULAR TIME,,,
19-000649,4/23/2019,4/27/2019,4/27/2019,224,5/8/2019,STT35,Special Event Run_Walk_Bike,2,Equipment,PW41,2011 FORD F250,12.93,6,77.58,12.93,6,12.93,19.395,,77.58,1,REGULAR TIME,,,
19-001289,8/21/2019,8/23/2019,8/23/2019,56,8/21/2019,STT36,Special Event Festival_Fair,2,Equipment,PW41,2011 FORD F250,12.93,16,206.88,12.93,16,12.93,19.395,,206.88,1,REGULAR TIME,,,
19-001289,8/21/2019,8/25/2019,8/25/2019,56,8/21/2019,STT36,Special Event Festival_Fair,2,Equipment,PW41,2011 FORD F250,12.93,7,90.51,12.93,7,12.93,19.395,,90.51,1,REGULAR TIME,,,
19-001289,8/21/2019,8/26/2019,8/26/2019,56,8/21/2019,STT36,Special Event Festival_Fair,2,Equipment,PW41,2011 FORD F250,12.93,8,103.44,12.93,8,12.93,19.395,,103.44,1,REGULAR TIME,,,
19-000821,6/7/2019,6/10/2019,6/10/2019,24,6/10/2019,STT36,Special Event Festival_Fair,2,Equipment,PW41,2011 FORD F250,12.93,4,51.72,12.93,4,12.93,19.395,,51.72,1,REGULAR TIME,,,
19-000749,5/14/2019,5/24/2019,5/24/2019,128,6/3/2019,STT36,Special Event Festival_Fair,2,Equipment,PW41,2011 FORD F250,12.93,2,25.86,12.93,2,12.93,19.395,,25.86,1,REGULAR TIME,,,
19-000749,5/14/2019,5/25/2019,5/25/2019,128,6/3/2019,STT36,Special Event Festival_Fair,2,Equipment,PW41,2011 FORD F250,19.395,4,77.58,12.93,4,12.93,19.395,,77.58,2,OVERTIME,,,
